Cycle Number,Heat Rate 1 [C/min],Ramp 1 Duration [min],Temperature Dwell 1 [min],Heat Rate 2 [C/min],Ramp 2 Duration [min],Temperature Dwell 2 [min],Vacuum Pressure (*Patm) [Pa],Vacuum Start Time [min],Vacuum Duration [min],Autoclave Pressure (*Patm) [Pa],Autoclave Start Time [min],Autoclave Duration [min],AD. Porosity (%),PR. Porosity (%),Eff. Porosity (%),Max (Fiber Volume Fraction) (%),Cure Cycle Total Time [min],AD. Volume [m^3],PR. Volume [m^3]
1406,4,22.5,60,4,16.75,120,0.01,60,159.25,4,1,218.25,66.23355466,6.516790288,65.59870884,58.5241,219.25,2.47E-09,7.36E-11
1407,4,22.5,60,4,16.75,120,0.01,60,159.25,4,20,199.25,66.23355466,5.191389917,65.68021256,58.5241,219.25,2.47E-09,6.35E-11
1408,4,22.5,60,4,16.75,120,0.01,60,159.25,4,40,179.25,66.23355466,5.994267507,65.75616941,58.5241,219.25,2.47E-09,5.50E-11
1409,4,22.5,60,4,16.75,120,0.01,60,159.25,4,60,159.25,66.23355466,20.05583304,66.12562423,58.5241,219.25,2.47E-09,1.37E-11
1410,4,22.5,60,4,16.75,120,0.01,60,159.25,4,80,139.25,66.23355468,0,66.23276632,58.5241,219.25,2.47E-09,8.72E-14
1411,4,22.5,60,4,16.75,120,0.01,80,139.25,2,1,218.25,87.62613107,86.39883812,87.61714674,56.7622,219.25,2.47E-09,2.01E-11
1412,4,22.5,60,4,16.75,120,0.01,80,139.25,2,20,199.25,87.62613107,32.5846384,87.58646882,56.7622,219.25,2.47E-09,9.72E-12
1413,4,22.5,60,4,16.75,120,0.01,80,139.25,2,40,179.25,87.62613107,0,87.62407395,56.7622,219.25,2.47E-09,4.69E-13
1414,4,22.5,60,4,16.75,120,0.01,80,139.25,2,60,159.25,87.62613107,83.04214342,87.62549317,56.7622,219.25,2.47E-09,4.72E-13
1415,4,22.5,60,4,16.75,120,0.01,80,139.25,2,80,139.25,87.62613107,0,87.62574886,56.7622,219.25,2.47E-09,8.72E-14
1416,4,22.5,60,4,16.75,120,0.01,80,139.25,3,1,218.25,87.62613107,91.90643335,87.74510198,57.6443,219.25,2.47E-09,4.63E-11
1417,4,22.5,60,4,16.75,120,0.01,80,139.25,3,20,199.25,87.62613107,81.50129745,87.56653383,57.6443,219.25,2.47E-09,3.63E-11
1418,4,22.5,60,4,16.75,120,0.01,80,139.25,3,40,179.25,87.62613107,43.46263593,87.51923069,57.6443,219.25,2.47E-09,2.74E-11
1419,4,22.5,60,4,16.75,120,0.01,80,139.25,3,60,159.25,87.62613107,81.88815893,87.58298078,57.6443,219.25,2.47E-09,2.74E-11
1420,4,22.5,60,4,16.75,120,0.01,80,139.25,3,80,139.25,87.62613107,0,87.62574886,57.6443,219.25,2.47E-09,8.72E-14
1421,4,22.5,60,4,16.75,120,0.01,80,139.25,4,1,218.25,87.62613107,91.54429095,87.78958427,58.5265,219.25,2.47E-09,7.36E-11
1422,4,22.5,60,4,16.75,120,0.01,80,139.25,4,20,199.25,87.62613107,48.84093429,87.38666707,58.5265,219.25,2.47E-09,6.35E-11
1423,4,22.5,60,4,16.75,120,0.01,80,139.25,4,40,179.25,87.62613107,40.47881417,87.40916028,58.5265,219.25,2.47E-09,5.50E-11
1424,4,22.5,60,4,16.75,120,0.01,80,139.25,4,60,159.25,87.62613107,72.39251124,87.47572278,58.5265,219.25,2.47E-09,5.50E-11
1425,4,22.5,60,4,16.75,120,0.01,80,139.25,4,80,139.25,87.62613107,50.5199941,87.55299422,58.5265,219.25,2.47E-09,1.95E-11
1426,4,22.5,60,4,16.75,120,0.05,1,218.25,2,1,218.25,0,0,0,56.7214,219.25,2.47E-09,3.40E-11
1427,4,22.5,60,4,16.75,120,0.05,1,218.25,2,20,199.25,0,0,0,56.7214,219.25,2.47E-09,1.04E-11
1428,4,22.5,60,4,16.75,120,0.05,1,218.25,2,40,179.25,0,0,0,56.7214,219.25,2.47E-09,1.04E-11
1429,4,22.5,60,4,16.75,120,0.05,1,218.25,2,60,159.25,0,0,0,56.7214,219.25,2.47E-09,1.04E-11
1430,4,22.5,60,4,16.75,120,0.05,1,218.25,2,80,139.25,0,0,0,56.7214,219.25,2.47E-09,1.04E-11
1431,4,22.5,60,4,16.75,120,0.05,1,218.25,3,1,218.25,0,0,0,57.6035,219.25,2.47E-09,6.02E-11
1432,4,22.5,60,4,16.75,120,0.05,1,218.25,3,20,199.25,0,37.71813751,0.736991602,57.6035,219.25,2.47E-09,3.07E-11
1433,4,22.5,60,4,16.75,120,0.05,1,218.25,3,40,179.25,0,0,0,57.6035,219.25,2.47E-09,1.04E-11
1434,4,22.5,60,4,16.75,120,0.05,1,218.25,3,60,159.25,0,0,0,57.6035,219.25,2.47E-09,1.04E-11
1435,4,22.5,60,4,16.75,120,0.05,1,218.25,3,80,139.25,0,0,0,57.6035,219.25,2.47E-09,1.04E-11
1436,4,22.5,60,4,16.75,120,0.05,1,218.25,4,1,218.25,0,4.790981232,0.171586228,58.4856,219.25,2.47E-09,8.75E-11
1437,4,22.5,60,4,16.75,120,0.05,1,218.25,4,20,199.25,0,4.843903054,0.116463226,58.4856,219.25,2.47E-09,5.80E-11
1438,4,22.5,60,4,16.75,120,0.05,1,218.25,4,40,179.25,0,0,0,58.4856,219.25,2.47E-09,1.04E-11
1439,4,22.5,60,4,16.75,120,0.05,1,218.25,4,60,159.25,0,0,0,58.4856,219.25,2.47E-09,1.04E-11
1440,4,22.5,60,4,16.75,120,0.05,1,218.25,4,80,139.25,0,0,0,58.4856,219.25,2.47E-09,1.04E-11
1441,4,22.5,60,4,16.75,120,0.05,20,199.25,2,1,218.25,0,0,0,56.7214,219.25,2.47E-09,2.01E-11
1442,4,22.5,60,4,16.75,120,0.05,20,199.25,2,20,199.25,0,0,0,56.7214,219.25,2.47E-09,8.72E-14
1443,4,22.5,60,4,16.75,120,0.05,20,199.25,2,40,179.25,0,0,0,56.7214,219.25,2.47E-09,8.72E-14
1444,4,22.5,60,4,16.75,120,0.05,20,199.25,2,60,159.25,0,0,0,56.7214,219.25,2.47E-09,8.72E-14
1445,4,22.5,60,4,16.75,120,0.05,20,199.25,2,80,139.25,0,0,0,56.7214,219.25,2.47E-09,8.72E-14
1446,4,22.5,60,4,16.75,120,0.05,20,199.25,3,1,218.25,0,0,0,57.6036,219.25,2.47E-09,4.63E-11
1447,4,22.5,60,4,16.75,120,0.05,20,199.25,3,20,199.25,0,20.80676,0.13238473,57.6036,219.25,2.47E-09,1.25E-11
1448,4,22.5,60,4,16.75,120,0.05,20,199.25,3,40,179.25,0,0,0,57.6036,219.25,2.47E-09,8.72E-14
1449,4,22.5,60,4,16.75,120,0.05,20,199.25,3,60,159.25,0,0,0,57.6036,219.25,2.47E-09,8.72E-14
1450,4,22.5,60,4,16.75,120,0.05,20,199.25,3,80,139.25,0,0,0,57.6036,219.25,2.47E-09,8.72E-14
1451,4,22.5,60,4,16.75,120,0.05,20,199.25,4,1,218.25,0,3.079547898,0.091707306,58.4857,219.25,2.47E-09,7.36E-11
1452,4,22.5,60,4,16.75,120,0.05,20,199.25,4,20,199.25,0,8.289251981,0.131994348,58.4857,219.25,2.47E-09,3.67E-11
1453,4,22.5,60,4,16.75,120,0.05,20,199.25,4,40,179.25,0,0,0,58.4857,219.25,2.47E-09,8.72E-14
1454,4,22.5,60,4,16.75,120,0.05,20,199.25,4,60,159.25,0,0,0,58.4857,219.25,2.47E-09,8.72E-14
1455,4,22.5,60,4,16.75,120,0.05,20,199.25,4,80,139.25,0,0,0,58.4857,219.25,2.47E-09,8.72E-14
1456,4,22.5,60,4,16.75,120,0.05,40,179.25,2,1,218.25,15.69164219,18.93847884,15.7187859,56.7217,219.25,2.47E-09,2.01E-11
1457,4,22.5,60,4,16.75,120,0.05,40,179.25,2,20,199.25,15.69164219,24.84173247,15.73179011,56.7217,219.25,2.47E-09,9.72E-12
1458,4,22.5,60,4,16.75,120,0.05,40,179.25,2,40,179.25,15.69164219,0,15.69117586,56.7217,219.25,2.47E-09,8.72E-14
1459,4,22.5,60,4,16.75,120,0.05,40,179.25,2,60,159.25,15.69164219,0,15.69117586,56.7217,219.25,2.47E-09,8.72E-14
1460,4,22.5,60,4,16.75,120,0.05,40,179.25,2,80,139.25,15.69164219,0,15.69117586,56.7217,219.25,2.47E-09,8.72E-14
1461,4,22.5,60,4,16.75,120,0.05,40,179.25,3,1,218.25,15.69164219,32.51660096,16.07573943,57.6038,219.25,2.47E-09,4.63E-11
1462,4,22.5,60,4,16.75,120,0.05,40,179.25,3,20,199.25,15.69164219,28.03562462,15.90048146,57.6038,219.25,2.47E-09,3.63E-11
1463,4,22.5,60,4,16.75,120,0.05,40,179.25,3,40,179.25,15.69164219,0,15.69117586,57.6038,219.25,2.47E-09,8.72E-14
1464,4,22.5,60,4,16.75,120,0.05,40,179.25,3,60,159.25,15.69164233,0,15.691176,57.6038,219.25,2.47E-09,8.72E-14
1465,4,22.5,60,4,16.75,120,0.05,40,179.25,3,80,139.25,15.69164219,0,15.69117586,57.6038,219.25,2.47E-09,8.72E-14
1466,4,22.5,60,4,16.75,120,0.05,40,179.25,4,1,218.25,15.69164219,51.14751022,17.42301779,58.486,219.25,2.47E-09,7.36E-11
1467,4,22.5,60,4,16.75,120,0.05,40,179.25,4,20,199.25,15.69164219,4.756184967,15.44854035,58.486,219.25,2.47E-09,6.35E-11
1468,4,22.5,60,4,16.75,120,0.05,40,179.25,4,40,179.25,15.69164219,16.13654087,15.69327708,58.486,219.25,2.47E-09,9.08E-12
1469,4,22.5,60,4,16.75,120,0.05,40,179.25,4,60,159.25,15.69164721,0,15.69118088,58.486,219.25,2.47E-09,8.72E-14
1470,4,22.5,60,4,16.75,120,0.05,40,179.25,4,80,139.25,15.69164219,0,15.69117586,58.486,219.25,2.47E-09,8.72E-14
1471,4,22.5,60,4,16.75,120,0.05,60,159.25,2,1,218.25,79.4198554,80.45385535,79.42860556,56.7224,219.25,2.47E-09,2.01E-11
1472,4,22.5,60,4,16.75,120,0.05,60,159.25,2,20,199.25,79.4198554,22.60585724,79.36056344,56.7224,219.25,2.47E-09,9.72E-12
1473,4,22.5,60,4,16.75,120,0.05,60,159.25,2,40,179.25,79.4198554,0,79.41675449,56.7224,219.25,2.47E-09,4.69E-13
1474,4,22.5,60,4,16.75,120,0.05,60,159.25,2,60,159.25,79.4198554,0,79.41927925,56.7224,219.25,2.47E-09,8.72E-14
1475,4,22.5,60,4,16.75,120,0.05,60,159.25,2,80,139.25,79.4198554,0,79.41927925,56.7224,219.25,2.47E-09,8.72E-14
1476,4,22.5,60,4,16.75,120,0.05,60,159.25,3,1,218.25,79.4198554,32.45835564,79.1537865,57.6046,219.25,2.47E-09,4.63E-11
1477,4,22.5,60,4,16.75,120,0.05,60,159.25,3,20,199.25,79.4198554,25.61030342,79.20206044,57.6046,219.25,2.47E-09,3.63E-11
1478,4,22.5,60,4,16.75,120,0.05,60,159.25,3,40,179.25,79.4198554,47.76219507,79.28218268,57.6046,219.25,2.47E-09,2.74E-11
1479,4,22.5,60,4,16.75,120,0.05,60,159.25,3,60,159.25,79.4198554,0,79.41927925,57.6046,219.25,2.47E-09,8.72E-14
1480,4,22.5,60,4,16.75,120,0.05,60,159.25,3,80,139.25,79.4198554,0,79.41927925,57.6046,219.25,2.47E-09,8.72E-14
1481,4,22.5,60,4,16.75,120,0.05,60,159.25,4,1,218.25,79.4198554,48.05803658,79.05450947,58.4867,219.25,2.47E-09,7.36E-11
1482,4,22.5,60,4,16.75,120,0.05,60,159.25,4,20,199.25,79.4198554,40.62169189,79.07751064,58.4867,219.25,2.47E-09,6.35E-11
1483,4,22.5,60,4,16.75,120,0.05,60,159.25,4,40,179.25,79.4198554,4.887754877,79.06292453,58.4867,219.25,2.47E-09,5.50E-11
1484,4,22.5,60,4,16.75,120,0.05,60,159.25,4,60,159.25,79.4198554,41.32225518,79.33773906,58.4867,219.25,2.47E-09,1.52E-11
1485,4,22.5,60,4,16.75,120,0.05,60,159.25,4,80,139.25,79.4198554,0,79.41927925,58.4867,219.25,2.47E-09,8.72E-14
1486,4,22.5,60,4,16.75,120,0.05,80,139.25,2,1,218.25,87.88244197,85.27573593,87.86516828,56.7243,219.25,2.47E-09,2.01E-11
1487,4,22.5,60,4,16.75,120,0.05,80,139.25,2,20,199.25,87.88244197,30.58786668,87.84317304,56.7243,219.25,2.47E-09,9.72E-12
1488,4,22.5,60,4,16.75,120,0.05,80,139.25,2,40,179.25,87.88244197,82.70201729,87.88175354,56.7243,219.25,2.47E-09,4.69E-13
1489,4,22.5,60,4,16.75,120,0.05,80,139.25,2,60,159.25,87.88244197,90.12912885,87.8829679,56.7243,219.25,2.47E-09,4.72E-13
1490,4,22.5,60,4,16.75,120,0.05,80,139.25,2,80,139.25,87.88244197,0,87.88206658,56.7243,219.25,2.47E-09,8.72E-14
1491,4,22.5,60,4,16.75,120,0.05,80,139.25,3,1,218.25,87.88244197,94.79652938,88.17096967,57.6064,219.25,2.47E-09,4.63E-11
1492,4,22.5,60,4,16.75,120,0.05,80,139.25,3,20,199.25,87.88244197,80.06708719,87.81326745,57.6064,219.25,2.47E-09,3.63E-11
1493,4,22.5,60,4,16.75,120,0.05,80,139.25,3,40,179.25,87.88244197,41.20672029,87.77603119,57.6064,219.25,2.47E-09,2.74E-11
1494,4,22.5,60,4,16.75,120,0.05,80,139.25,3,60,159.25,87.88244197,80.47675717,87.83181176,57.6064,219.25,2.47E-09,2.74E-11
1495,4,22.5,60,4,16.75,120,0.05,80,139.25,3,80,139.25,87.88244197,0,87.88206658,57.6064,219.25,2.47E-09,8.72E-14
1496,4,22.5,60,4,16.75,120,0.05,80,139.25,4,1,218.25,87.88244197,93.60241194,88.18754636,58.4886,219.25,2.47E-09,7.36E-11
1497,4,22.5,60,4,16.75,120,0.05,80,139.25,4,20,199.25,87.88244197,46.53564048,87.64313641,58.4886,219.25,2.47E-09,6.35E-11
1498,4,22.5,60,4,16.75,120,0.05,80,139.25,4,40,179.25,87.88244197,82.86008227,87.8047005,58.4886,219.25,2.47E-09,5.50E-11
1499,4,22.5,60,4,16.75,120,0.05,80,139.25,4,60,159.25,87.88244197,75.80225382,87.74933483,58.4886,219.25,2.47E-09,5.50E-11
1500,4,22.5,60,4,16.75,120,0.05,80,139.25,4,80,139.25,87.88244197,37.48779567,87.80093876,58.4886,219.25,2.47E-09,2.07E-11
1501,4,22.5,60,4,16.75,120,0.1,1,218.25,2,1,218.25,79.1025288,92.34509127,79.59388881,56.677,219.25,2.47E-09,3.49E-11
1502,4,22.5,60,4,16.75,120,0.1,1,218.25,2,20,199.25,79.1025288,90.66021997,79.24088212,56.677,219.25,2.47E-09,1.34E-11
1503,4,22.5,60,4,16.75,120,0.1,1,218.25,2,40,179.25,79.1025288,92.26309169,79.25540145,56.677,219.25,2.47E-09,1.08E-11
1504,4,22.5,60,4,16.75,120,0.1,1,218.25,2,60,159.25,79.1025288,92.26309169,79.25540145,56.677,219.25,2.47E-09,1.08E-11
1505,4,22.5,60,4,16.75,120,0.1,1,218.25,2,80,139.25,79.10252886,92.26309172,79.25540152,56.677,219.25,2.47E-09,1.08E-11
1506,4,22.5,60,4,16.75,120,0.1,1,218.25,3,1,218.25,79.1025288,95.69549422,80.88298455,57.5592,219.25,2.47E-09,6.13E-11
1507,4,22.5,60,4,16.75,120,0.1,1,218.25,3,20,199.25,79.1025288,81.66669343,79.14662814,57.5592,219.25,2.47E-09,3.80E-11
1508,4,22.5,60,4,16.75,120,0.1,1,218.25,3,40,179.25,79.1025288,92.26309169,79.25540145,57.5592,219.25,2.47E-09,1.08E-11
1509,4,22.5,60,4,16.75,120,0.1,1,218.25,3,60,159.25,79.1025288,92.26309169,79.25540145,57.5592,219.25,2.47E-09,1.08E-11
1510,4,22.5,60,4,16.75,120,0.1,1,218.25,3,80,139.25,79.10252886,92.26309172,79.25540152,57.5592,219.25,2.47E-09,1.08E-11
1511,4,22.5,60,4,16.75,120,0.1,1,218.25,4,1,218.25,79.1025288,97.26435525,83.02025157,58.4413,219.25,2.47E-09,8.91E-11
1512,4,22.5,60,4,16.75,120,0.1,1,218.25,4,20,199.25,79.1025288,76.23567241,79.0371876,58.4413,219.25,2.47E-09,6.56E-11
1513,4,22.5,60,4,16.75,120,0.1,1,218.25,4,40,179.25,79.1025288,92.26309169,79.25540145,58.4413,219.25,2.47E-09,1.08E-11
1514,4,22.5,60,4,16.75,120,0.1,1,218.25,4,60,159.25,79.1025288,92.26309169,79.25540145,58.4413,219.25,2.47E-09,1.08E-11
1515,4,22.5,60,4,16.75,120,0.1,1,218.25,4,80,139.25,79.10252887,92.26309173,79.25540152,58.4413,219.25,2.47E-09,1.08E-11
1516,4,22.5,60,4,16.75,120,0.1,20,199.25,2,1,218.25,79.34093712,84.00164129,79.38921686,56.677,219.25,2.47E-09,2.01E-11
1517,4,22.5,60,4,16.75,120,0.1,20,199.25,2,20,199.25,79.34093712,0,79.34035933,56.677,219.25,2.47E-09,8.72E-14
1518,4,22.5,60,4,16.75,120,0.1,20,199.25,2,40,179.25,79.34093712,0,79.34035933,56.677,219.25,2.47E-09,8.72E-14
1519,4,22.5,60,4,16.75,120,0.1,20,199.25,2,60,159.25,79.34093712,0,79.34035933,56.677,219.25,2.47E-09,8.72E-14
1520,4,22.5,60,4,16.75,120,0.1,20,199.25,2,80,139.25,79.34093717,0,79.34035938,56.677,219.25,2.47E-09,8.72E-14
1521,4,22.5,60,4,16.75,120,0.1,20,199.25,3,1,218.25,79.34093712,94.29110725,80.28850518,57.5592,219.25,2.47E-09,4.63E-11
1522,4,22.5,60,4,16.75,120,0.1,20,199.25,3,20,199.25,79.34093712,21.80249508,79.25680264,57.5592,219.25,2.47E-09,1.37E-11
1523,4,22.5,60,4,16.75,120,0.1,20,199.25,3,40,179.25,79.34093712,0,79.34035933,57.5592,219.25,2.47E-09,8.72E-14
1524,4,22.5,60,4,16.75,120,0.1,20,199.25,3,60,159.25,79.34093712,0,79.34035933,57.5592,219.25,2.47E-09,8.72E-14
1525,4,22.5,60,4,16.75,120,0.1,20,199.25,3,80,139.25,79.34093717,0,79.34035938,57.5592,219.25,2.47E-09,8.72E-14
1526,4,22.5,60,4,16.75,120,0.1,20,199.25,4,1,218.25,79.34093712,92.98957623,80.44101219,58.4413,219.25,2.47E-09,7.36E-11
1527,4,22.5,60,4,16.75,120,0.1,20,199.25,4,20,199.25,79.34093712,34.19461797,79.12514363,58.4413,219.25,2.47E-09,3.78E-11
1528,4,22.5,60,4,16.75,120,0.1,20,199.25,4,40,179.25,79.34093712,0,79.34035933,58.4413,219.25,2.47E-09,8.72E-14
1529,4,22.5,60,4,16.75,120,0.1,20,199.25,4,60,159.25,79.34093712,0,79.34035933,58.4413,219.25,2.47E-09,8.72E-14
1530,4,22.5,60,4,16.75,120,0.1,20,199.25,4,80,139.25,79.34093717,0,79.34035938,58.4413,219.25,2.47E-09,8.72E-14
1531,4,22.5,60,4,16.75,120,0.1,40,179.25,2,1,218.25,81.20477394,90.2351376,81.34350128,56.677,219.25,2.47E-09,2.01E-11
1532,4,22.5,60,4,16.75,120,0.1,40,179.25,2,20,199.25,81.20477394,38.71270734,81.15363925,56.677,219.25,2.47E-09,9.72E-12
1533,4,22.5,60,4,16.75,120,0.1,40,179.25,2,40,179.25,81.20477394,0,81.20423593,56.677,219.25,2.47E-09,8.72E-14
1534,4,22.5,60,4,16.75,120,0.1,40,179.25,2,60,159.25,81.20477394,0,81.20423593,56.677,219.25,2.47E-09,8.72E-14
1535,4,22.5,60,4,16.75,120,0.1,40,179.25,2,80,139.25,81.20477394,0,81.20423593,56.677,219.25,2.47E-09,8.72E-14
1536,4,22.5,60,4,16.75,120,0.1,40,179.25,3,1,218.25,81.20477394,94.27339104,81.9604813,57.5592,219.25,2.47E-09,4.63E-11
1537,4,22.5,60,4,16.75,120,0.1,40,179.25,3,20,199.25,81.20477394,78.40057397,81.16938136,57.5592,219.25,2.47E-09,3.63E-11
1538,4,22.5,60,4,16.75,120,0.1,40,179.25,3,40,179.25,81.20477394,0,81.20423593,57.5592,219.25,2.47E-09,8.72E-14
1539,4,22.5,60,4,16.75,120,0.1,40,179.25,3,60,159.25,81.20477394,0,81.20423593,57.5592,219.25,2.47E-09,8.72E-14
1540,4,22.5,60,4,16.75,120,0.1,40,179.25,3,80,139.25,81.20477394,0,81.20423593,57.5592,219.25,2.47E-09,8.72E-14
1541,4,22.5,60,4,16.75,120,0.1,40,179.25,4,1,218.25,81.20477394,95.08393151,82.62211077,58.4413,219.25,2.47E-09,7.36E-11
1542,4,22.5,60,4,16.75,120,0.1,40,179.25,4,20,199.25,81.20477394,59.22343797,80.94758008,58.4413,219.25,2.47E-09,6.35E-11
1543,4,22.5,60,4,16.75,120,0.1,40,179.25,4,40,179.25,81.20477394,14.42554013,81.13725075,58.4413,219.25,2.47E-09,1.14E-11
1544,4,22.5,60,4,16.75,120,0.1,40,179.25,4,60,159.25,81.20477394,0,81.20423593,58.4413,219.25,2.47E-09,8.72E-14
1545,4,22.5,60,4,16.75,120,0.1,40,179.25,4,80,139.25,81.20477394,0,81.20423593,58.4413,219.25,2.47E-09,8.72E-14
1546,4,22.5,60,4,16.75,120,0.1,60,159.25,2,1,218.25,86.98086551,90.16482149,87.0146666,56.6772,219.25,2.47E-09,2.01E-11
1547,4,22.5,60,4,16.75,120,0.1,60,159.25,2,20,199.25,86.98086551,94.31631157,87.04629012,56.6772,219.25,2.47E-09,9.72E-12
1548,4,22.5,60,4,16.75,120,0.1,60,159.25,2,40,179.25,86.98086551,80.87633433,86.98007713,56.6772,219.25,2.47E-09,4.69E-13
1549,4,22.5,60,4,16.75,120,0.1,60,159.25,2,60,159.25,86.98086551,0,86.98046633,56.6772,219.25,2.47E-09,8.72E-14
1550,4,22.5,60,4,16.75,120,0.1,60,159.25,2,80,139.25,86.98086551,0,86.98046633,56.6772,219.25,2.47E-09,8.72E-14
1551,4,22.5,60,4,16.75,120,0.1,60,159.25,3,1,218.25,86.98086551,94.32354924,87.28283622,57.5594,219.25,2.47E-09,4.63E-11
1552,4,22.5,60,4,16.75,120,0.1,60,159.25,3,20,199.25,86.98086551,88.13637759,86.99919744,57.5594,219.25,2.47E-09,3.63E-11
1553,4,22.5,60,4,16.75,120,0.1,60,159.25,3,40,179.25,86.98086551,86.71259365,86.97798265,57.5594,219.25,2.47E-09,2.74E-11
1554,4,22.5,60,4,16.75,120,0.1,60,159.25,3,60,159.25,86.98086551,0,86.98046633,57.5594,219.25,2.47E-09,8.72E-14
1555,4,22.5,60,4,16.75,120,0.1,60,159.25,3,80,139.25,86.98086551,0,86.98046633,57.5594,219.25,2.47E-09,8.72E-14
1556,4,22.5,60,4,16.75,120,0.1,60,159.25,4,1,218.25,86.98086551,96.88638507,88.07668783,58.4415,219.25,2.47E-09,7.36E-11
1557,4,22.5,60,4,16.75,120,0.1,60,159.25,4,20,199.25,86.98086551,98.08194644,88.62892552,58.4415,219.25,2.47E-09,6.35E-11
1558,4,22.5,60,4,16.75,120,0.1,60,159.25,4,40,179.25,86.98086551,95.66229579,87.52407252,58.4415,219.25,2.47E-09,5.50E-11
1559,4,22.5,60,4,16.75,120,0.1,60,159.25,4,60,159.25,86.98086551,9.952239433,86.90389731,58.4415,219.25,2.47E-09,1.71E-11
1560,4,22.5,60,4,16.75,120,0.1,60,159.25,4,80,139.25,86.98086551,0,86.98046633,58.4415,219.25,2.47E-09,8.72E-14
1561,4,22.5,60,4,16.75,120,0.1,80,139.25,2,1,218.25,88.37234113,93.69260155,88.45067185,56.6782,219.25,2.47E-09,2.01E-11
1562,4,22.5,60,4,16.75,120,0.1,80,139.25,2,20,199.25,88.37234113,93.74828407,88.41133886,56.6782,219.25,2.47E-09,9.72E-12
1563,4,22.5,60,4,16.75,120,0.1,80,139.25,2,40,179.25,88.37234113,79.26042861,88.37137199,56.6782,219.25,2.47E-09,4.69E-13
1564,4,22.5,60,4,16.75,120,0.1,80,139.25,2,60,159.25,88.37234113,92.46514722,88.37354545,56.6782,219.25,2.47E-09,4.72E-13
1565,4,22.5,60,4,16.75,120,0.1,80,139.25,2,80,139.25,88.37234113,0,88.37197891,56.6782,219.25,2.47E-09,8.72E-14
1566,4,22.5,60,4,16.75,120,0.1,80,139.25,3,1,218.25,88.37234113,96.43198712,88.83529059,57.5604,219.25,2.47E-09,4.63E-11
1567,4,22.5,60,4,16.75,120,0.1,80,139.25,3,20,199.25,88.37234113,96.45929265,88.74451007,57.5604,219.25,2.47E-09,3.63E-11
1568,4,22.5,60,4,16.75,120,0.1,80,139.25,3,40,179.25,88.37234113,97.66694672,88.85901703,57.5604,219.25,2.47E-09,2.74E-11
1569,4,22.5,60,4,16.75,120,0.1,80,139.25,3,60,159.25,88.37234113,97.71707092,88.87198717,57.5604,219.25,2.47E-09,2.74E-11
1570,4,22.5,60,4,16.75,120,0.1,80,139.25,3,80,139.25,88.37234113,0,88.37197891,57.5604,219.25,2.47E-09,8.72E-14
1571,4,22.5,60,4,16.75,120,0.1,80,139.25,4,1,218.25,88.37234113,97.02075082,89.27200228,58.4425,219.25,2.47E-09,7.36E-11
1572,4,22.5,60,4,16.75,120,0.1,80,139.25,4,20,199.25,88.37234113,97.88181477,89.54745893,58.4425,219.25,2.47E-09,6.35E-11
1573,4,22.5,60,4,16.75,120,0.1,80,139.25,4,40,179.25,88.37234113,97.85769585,89.39395565,58.4425,219.25,2.47E-09,5.50E-11
1574,4,22.5,60,4,16.75,120,0.1,80,139.25,4,60,159.25,88.37234113,97.73847626,89.33376176,58.4425,219.25,2.47E-09,5.50E-11
1575,4,22.5,60,4,16.75,120,0.1,80,139.25,4,80,139.25,88.37234113,96.07535651,88.57081206,58.4425,219.25,2.47E-09,2.21E-11
1576,4,22.5,60,4,16.75,120,0.2,1,218.25,2,1,218.25,88.61674554,96.49081152,88.96896943,56.5883,219.25,2.47E-09,3.57E-11
1577,4,22.5,60,4,16.75,120,0.2,1,218.25,2,20,199.25,88.61674554,96.61231099,88.83045248,56.5883,219.25,2.47E-09,2.02E-11
1578,4,22.5,60,4,16.75,120,0.2,1,218.25,2,40,179.25,88.61674554,96.62433952,88.73299615,56.5883,219.25,2.47E-09,1.08E-11
1579,4,22.5,60,4,16.75,120,0.2,1,218.25,2,60,159.25,88.61674554,96.62433952,88.73299615,56.5883,219.25,2.47E-09,1.08E-11
1580,4,22.5,60,4,16.75,120,0.2,1,218.25,2,80,139.25,88.61674554,96.62433957,88.73299615,56.5883,219.25,2.47E-09,1.08E-11
1581,4,22.5,60,4,16.75,120,0.2,1,218.25,3,1,218.25,88.61674554,96.58696853,89.23524473,57.4705,219.25,2.47E-09,6.24E-11
1582,4,22.5,60,4,16.75,120,0.2,1,218.25,3,20,199.25,88.61674554,96.61494772,89.09197743,57.4705,219.25,2.47E-09,4.65E-11
1583,4,22.5,60,4,16.75,120,0.2,1,218.25,3,40,179.25,88.61674554,96.60127832,88.73899884,57.4705,219.25,2.47E-09,1.15E-11
1584,4,22.5,60,4,16.75,120,0.2,1,218.25,3,60,159.25,88.61674554,96.62433952,88.73299615,57.4705,219.25,2.47E-09,1.08E-11
1585,4,22.5,60,4,16.75,120,0.2,1,218.25,3,80,139.25,88.61674554,96.62433957,88.73299615,57.4705,219.25,2.47E-09,1.08E-11
1586,4,22.5,60,4,16.75,120,0.2,1,218.25,4,1,218.25,88.61674554,96.62259288,89.49446502,58.3526,219.25,2.47E-09,9.04E-11
1587,4,22.5,60,4,16.75,120,0.2,1,218.25,4,20,199.25,88.61674554,96.61528011,89.34801961,58.3526,219.25,2.47E-09,7.40E-11
